geneid,CAT1,CAT2,CAT4,CAT5,CAT16,CAT36,CAT7,CAT12,CAT13,CAT25,CAT34,CAT38,CAT39,CAT11,CAT14,CAT17,CAT19,CAT21,CAT22,CAT26,CAT27,CAT28,CAT32,CAT33,CAT35,CAT20,CAT23,CAT24,CAT30,CAT31
aaas,-0.25817603,1.764786021,0.843431932,0.473927751,1.072937793,1.044882963,0.914977081,0.0,0.0,0.063303316,-0.330519807,0.059647237,0.349258087,0.427793247,-0.626093571,-0.106482377,0.150929549,-0.716149444,0.578732003,0.781187043,-1.901228727,0.258034065,0.298373152,0.156916829,0.173562089,-0.672413443,-0.994935867,-0.889315186,-0.576830447,0.0
aacs,0.07198295,-0.393133119,0.941454137,0.529859125,0.218240859,-0.152750635,0.709364678,0.0,0.0,0.323006447,0.660026798,0.0,1.447017687,0.0,0.0,0.095601032,0.162729532,-0.688241416,0.474291185,0.0,0.0,-0.557171886,-1.249987781,0.401553282,0.0,0.0,-0.29627221,-0.708052375,0.078611752,0.0
aagab,0.0,0.773793795,0.76582175,0.776237484,0.668365646,0.354940555,0.120540668,0.0,0.0,-0.005077825,0.045651461,-0.710869297,0.853108717,-1.670062026,-0.437499578,-0.181563628,-0.030428327,-0.191437076,-0.943625184,-0.210094478,0.307076727,-0.69196119,-0.863666807,-0.32628705,0.095818174,0.0,0.171146836,0.829102884,0.025097123,1.177626037
aamp,0.033533914,0.815896768,-0.030068585,0.774494286,-0.104030796,0.346064988,-0.293193773,0.0,0.62779689,-0.09319085,-0.017241753,-0.530912248,-0.107247295,1.26388169,0.620993051,1.07385303,0.77134836,0.584260286,1.276141296,1.036030974,0.988277901,0.0,1.484199528,0.867420804,1.244903437,0.0,1.326950188,0.309737943,-0.399917612,0.0
aar2,0.0,0.800369216,0.0,0.859385406,0.699607813,1.164557932,-1.158049333,0.0,0.0,-0.195361998,-1.629088121,0.423252846,0.0,0.0,0.0,-0.608584074,-1.650296768,-0.462801535,-0.45664083,0.0,0.0,-1.004713453,-0.741769271,-0.934360461,0.0,0.0,-1.399612723,-0.781048158,0.0,-1.604439185
aars2,-3.239471787,0.267358195,0.057419714,0.08693714,0.832048669,0.017433383,-2.361271678,0.0,0.0,-0.039397479,-1.344648963,0.151659672,-4.522208854,0.0,0.0,-0.378165744,-0.369267057,0.249441907,-1.847314558,0.290900377,0.041912645,-1.095602495,-1.162326317,-0.145512319,-0.446173022,0.0,0.456100953,-1.074335208,0.0,0.0
aarsd1,0.732821651,1.029791957,0.880441761,0.624171721,0.576267638,0.0,-1.060530068,0.0,-2.680054761,-0.16198937,-1.152760876,-0.038789945,0.392950775,-1.335764254,0.0,-2.878906013,-0.274898617,-1.239449155,-2.366514429,0.0,0.0,-3.523849987,1.344915393,0.0,-2.421242732,0.0,-0.504217497,-1.236327383,0.0,0.0
aasdhppt,1.826994337,0.329132108,0.764449385,0.799046898,0.664079157,0.833721964,0.272258672,0.0,0.0,0.121299829,0.850644436,0.0,0.0,0.430170277,0.0,0.771447501,0.805144305,0.093274953,0.13464124,-0.815313914,-0.723540863,0.0,0.738645786,-0.048510938,0.188256208,1.316546275,-0.109509129,0.179183588,0.846810595,0.0
aass,0.0,0.012596986,-1.45859503,0.0,-0.317555758,0.0,-0.313484092,0.0,0.0,-0.430983413,-0.917376215,-0.008466731,-0.942739111,-1.394401803,-1.500838426,-0.566688866,-0.251557454,-1.902445096,-0.485532229,0.337970698,-2.190344026,0.370348712,-0.970472887,-2.555906274,0.701072745,0.0,0.822018401,0.362133836,0.236806619,0.0
aatf,1.132506545,0.679425256,0.501210195,0.288489937,0.0,0.259476941,0.49621756,0.774027051,0.026890401,0.576330456,0.640460761,0.834681476,0.9501344,-1.81540555,-0.017676046,-0.344293235,-0.157338067,-0.274683303,-1.500698164,0.0,-1.139577955,0.0,-1.09474778,-0.199668885,-0.974632135,0.0,-0.949547964,-1.66346653,-0.892613341,-1.407709723
abat,0.0,0.0,0.0,0.0,-3.796384557,0.0,0.509796433,0.0,0.0,-0.081431936,0.187334736,0.023196763,1.335056359,0.0,1.794061212,0.767006507,0.554748622,-0.684795464,-0.487940069,-0.062799454,-0.422104542,1.383621693,-0.354748934,-0.962832869,-0.118571151,0.0,-0.042422199,-0.60709507,-0.574072184,0.203904413
abca2,-0.149424396,-1.076058051,-0.367299454,-1.325930238,0.116403941,-0.320226831,-1.695331588,0.0,0.0,0.0,-0.691594724,0.0,0.0,1.891407896,-1.483324987,-0.244042052,0.328144678,-0.588387646,1.372454586,0.0,-0.129903537,0.0,-0.00268192,0.098998241,0.466004936,0.0,0.038333696,0.116088786,-0.241861209,0.0
abca3,0.0,-1.605945784,-1.756496984,0.0,0.843593387,-2.239407489,-0.862873016,0.0,-0.088530275,-0.304240865,-0.313838535,-1.141821042,1.581951655,-1.212658767,0.0,0.058142156,0.273748911,-1.875839719,-1.286681823,0.0,0.0,-0.608712088,-0.194043966,-0.456162987,0.0,0.0,1.196272724,-0.628476869,-1.480318633,-1.377128168
abcb6,0.009564637,-0.674671577,0.849524267,-1.136332588,-0.966968801,0.305273816,0.083086596,0.0,0.0,-0.080893854,-0.039825922,0.248011779,0.0,-3.07695344,0.0,-0.902060054,0.097135292,0.232315145,-1.044754727,0.668371128,-0.937413337,0.409626383,-1.517309366,-1.927086864,0.086250464,0.0,-2.177676263,0.216564468,0.0,0.0
abcb7,-0.374542686,1.453631161,0.036181617,-0.06873839,0.636318773,0.367642076,-0.293534389,0.0,-0.43613455,-0.218684011,-0.039724503,-0.236172663,0.0,0.627749915,0.246888149,0.530906704,0.498054375,-1.025609985,0.757561095,0.131208836,0.355056822,1.408922967,0.162109345,-0.736143581,0.346390735,-0.425734367,-0.521893167,-0.755574601,0.0,0.0
abcb9,0.0,0.417893011,0.285837992,0.0,0.439933929,-0.748741299,0.465854403,0.0,0.0,-0.103138342,-0.992669356,0.0,0.0,-0.991740649,0.155616553,-0.508795879,-0.180188019,0.678459345,0.644372274,0.701262299,0.347272108,0.945649266,-0.696412609,-0.947719533,0.017395252,0.0,-0.380834684,-0.73709994,0.262133494,0.0
abcc1,1.297897369,-0.41399913,0.186620228,-0.790919232,-0.543597839,0.261021482,1.361782684,0.0,0.535188158,-0.049733449,0.0,0.170357479,0.0,-0.039399864,-0.862606228,-1.325692262,-0.253896756,0.377466399,-0.178680767,0.039217689,0.0,0.801633742,-0.593719301,0.064221655,-0.040644778,0.0,-0.202893433,-0.800298757,-1.900016011,0.0
abcc10,0.0,-0.001553586,0.762989149,0.0,-0.049977723,-0.159769507,-1.081434863,0.0,0.0,-0.312927341,-2.020638453,-0.265867405,0.0,0.03311245,0.0,0.416220127,0.586510254,0.370939511,0.183318892,0.0,1.123821844,0.0,-0.645504755,1.310085811,0.0,0.0,1.519722709,-0.80584047,0.612975689,0.0
abcc3,2.184047666,-0.149950526,0.0,-0.208979733,-1.821287216,-0.530752634,-0.365057477,0.0,0.0,1.046529005,0.0,0.0,0.0,-0.230809802,-0.804853104,0.142863378,0.513183624,0.099855525,0.926290158,0.0,0.141184348,0.0,-0.497752099,0.735649266,0.0,0.0,0.682829406,0.385423666,-0.818303418,0.0
abcc4,0.195805817,0.020560229,-0.027366373,0.0,0.223764116,-0.037714562,1.880662149,0.0,0.0,-0.22955314,0.0,-6.587895491,1.420877355,0.293989161,0.335198387,0.2454276,0.105766791,0.130874548,0.72847952,0.0,0.456262033,0.0,-0.079195472,-1.429021707,0.0,0.0,0.898287061,0.28221509,1.24340023,1.353019819
abcc5,1.109885619,-0.342878985,1.4445925,-0.487085951,-0.6084732,-0.738438578,-0.572454992,0.0,0.0,0.247534869,-0.009699406,0.0,0.92658869,0.0,0.0,0.61326454,-0.278027192,-0.184837114,0.969419245,0.0,0.0,0.0,-0.089954801,-0.285297187,0.089898986,0.0,-0.11938108,-0.65663705,0.197330049,0.0
abcd1,-0.603875945,-0.207506124,0.0,-0.919030795,-0.05223897,0.448340592,-1.102039593,0.0,0.0,-0.216479471,-0.589808093,-0.223097701,0.3371504,0.0,-0.933984812,0.573944832,-0.161260975,0.512589555,0.126130379,-0.990201297,0.307076727,-0.328681284,-1.499384138,1.584094196,-0.200876475,0.0,-1.538580254,-2.047585584,0.0,0.0
abcd3,-0.667026344,0.635941794,0.174809095,-0.657565899,0.195565176,-0.54395735,-0.563601743,0.0,0.0,-0.027663491,-0.889804679,0.022850707,-1.173179579,-0.800486237,-0.445719165,-0.809648988,-0.039682385,-0.333929352,-0.930867369,0.000853527,0.0,0.67116478,-0.565023991,0.475787981,0.181975843,0.15091157,1.317615418,-1.26436892,-1.086173449,0.860547804
abce1,0.097415852,0.927596165,0.453519704,0.706121056,0.617326661,0.932730326,0.295852907,0.113623681,-0.010061501,0.062008123,-0.743395536,-0.376623552,0.731297998,-0.304147985,0.0,-0.096790009,-0.146172315,-1.372155006,0.887495803,-0.748510984,-0.723540863,0.468852034,0.26706478,0.0,-0.344197479,0.02550398,0.277252881,0.286293203,-0.27767436,0.892508248
abcf1,-0.171292703,-0.140986824,0.0,0.0,0.0,-1.170620888,-0.238264717,0.0,-0.911098736,-0.972905313,-1.150232304,0.244699316,0.135948023,-0.384143396,-1.292253715,-0.760252424,-0.512135608,-0.478145587,0.420602447,0.564649991,-1.305470334,0.184466994,-0.498199826,-0.444117645,-0.183338698,-1.01754589,0.73246443,-1.918961248,0.0,0.0
abcf2,-0.266972737,0.267474544,0.529564129,0.625215378,0.617693404,-0.095199789,-1.602366104,0.0,-1.147251512,-0.149683304,-1.259814608,-0.090933342,-0.36896909,-0.08967383,-0.31269092,0.504741384,0.297388597,0.117202457,0.58969747,-0.170961538,0.822385522,0.171555967,0.42354702,0.018098458,-0.24058702,0.0,0.006541412,0.663847996,1.258290438,-1.073986908
abcf3,0.192093896,0.949036196,0.584134264,-0.151748451,0.080206289,-0.106234742,-0.694308825,0.0,1.227589658,0.081564016,-0.101625911,-0.040845798,0.973990208,-1.279329057,-1.092275142,-0.327886508,-0.038514809,0.166229497,-0.845196985,-0.333494086,-0.090603051,0.306077818,-1.284920372,-1.663237215,-0.224646601,-0.551720883,-2.614037148,-0.629926155,0.0,0.0
abhd10,-0.450042569,0.291900682,0.000929822,-0.23374142,0.780955699,0.328561724,-0.097185321,0.0,0.0,0.105219474,-0.219628731,-0.610673337,1.178995227,0.629198855,0.0,0.323386137,0.900449245,-0.019363018,0.292428679,-0.026896766,0.520949201,0.393798317,1.467513007,0.894937468,0.313549473,0.200978735,0.723717328,-0.147721328,0.0,0.0
abhd11,-0.349088381,1.282769772,1.167221287,0.0,1.037396,0.0,0.481231876,0.0,0.0,0.258645999,0.670023756,-1.248135504,0.0,1.497205158,1.052603236,1.245252419,1.006030741,-0.016670034,0.905991478,0.079660701,2.534204286,-0.074067669,1.387797418,0.955058032,0.083023755,0.474081258,0.25442221,-0.51720474,0.0,0.0
abhd12,-1.982116945,-0.474388538,-0.829230823,-1.100964249,0.383860101,-0.18243084,-0.017820933,0.0,0.0,-0.029550068,-0.574917271,0.0,0.647995917,-1.617426561,-0.493964165,-1.278702236,-0.472748257,0.218564329,-1.261397618,0.2031442,-1.112541032,0.415277765,-1.499002106,-0.501226614,-0.131965775,0.188942278,-1.569785847,-1.962923297,-1.447087356,-0.906623374
abhd13,0.0,-1.055732923,-0.908239084,-0.362115891,0.101123544,0.0,-0.064633895,0.0,-1.720226341,-0.041181077,0.050924823,0.0,-1.05666683,0.860045442,0.754169331,1.203269873,0.851814711,0.63159011,1.164570724,0.0,1.337694317,0.0,0.92337101,0.855450647,0.0,0.0,-2.113720083,0.617749236,1.096270757,0.0
abhd14b,0.442712207,-0.744462826,-0.107887867,-1.260976613,0.245297712,0.218682879,-1.441695338,0.0,0.0,0.253268697,-1.244137267,1.688681424,-1.44676813,0.0,0.0,-1.197003876,-1.57957917,0.0,-0.93725558,0.0,0.0,0.0,0.0,0.0,0.0,0.255593954,-0.841945302,-0.392494102,-2.203217275,0.0
abhd16a,-1.620613564,0.0,0.0,0.0,0.0,0.76918108,-0.363435603,0.0,0.0,0.284758268,0.087485484,0.502306604,-0.213566966,0.361990718,-0.610149804,-0.00849055,0.372839561,0.028509583,1.304399978,0.326414425,-0.00606745,1.486981872,0.144611572,-0.126053388,0.148984954,0.324541688,0.584054429,-0.834439493,0.0,0.0
abhd17b,0.0,1.023959505,0.0,0.327109281,0.485083603,0.281713873,-0.703146204,0.20278243,-0.193624051,-0.067677437,0.474320726,-0.086710963,0.251589357,0.0,1.777259599,2.171335703,1.595349551,1.10321888,0.920431235,0.0,2.30362474,0.0,1.879114802,1.075188033,2.197742284,0.0,0.367329613,0.549572354,-0.428282895,1.972201028
abhd17c,0.0,-1.113821052,0.0,-0.247238922,0.283783471,0.53284581,0.276558524,0.0,-0.538621307,-0.0902924,-0.076193494,0.0,0.458066217,0.0,-0.493557732,0.816493902,0.343140688,0.566428225,0.620185031,0.0,0.307076727,0.0,1.474090162,1.68620158,0.0,0.0,1.016500616,1.556937095,0.0,0.0
abhd2,0.557961345,-0.329518978,-0.014454853,-0.10214386,0.372984332,0.442768061,0.034111304,0.0,0.0,0.0,-0.254048193,0.0,1.985709893,0.0,-0.45549958,-0.043721128,0.14085461,-0.249901738,-1.794187083,0.0,-0.410396686,0.0,-0.925541591,0.333945653,0.0,0.0,-1.747430887,-0.674153247,-0.901436431,0.194767808
abhd3,-0.977617897,0.875175239,1.289079173,-0.087256706,0.356890552,0.434451024,0.90172108,0.0,0.0,0.48118141,1.65664433,0.0,0.0,1.856979492,3.889243178,2.601203434,1.4843507,3.462475363,1.053322204,0.0,0.90994937,0.0,2.044362397,3.082895092,0.0,0.0,-0.010133979,1.132325817,1.148217069,0.873534642
abhd4,1.972632543,0.346353053,-1.22601689,-2.519572415,-0.439165597,0.41665266,-0.179996403,0.0,0.0,-0.203597027,-0.135991256,0.0,0.424885009,-0.026901265,-0.643853533,-0.006369038,0.293694893,0.277506379,0.754186876,0.0,-0.952742404,1.450102567,0.361000483,-0.441586903,-0.268094492,0.0,0.291513043,0.0,0.0,0.0
abhd5,0.0,1.306072196,0.407835956,1.38058137,-0.069869689,0.0,1.300164821,-0.508375391,0.0,0.296182089,1.648948344,0.003911332,0.421586482,-1.304465199,-1.248863567,-0.359211063,-0.317604656,-0.199526052,-0.636004206,0.0,-1.024977184,-1.043910378,-0.637769047,-0.295640057,-0.138702655,0.0,-0.93272554,-1.120202867,0.0,2.416896324
abhd6,0.0,-0.051989282,0.0,0.738703418,0.102072619,0.0,-2.569886586,0.0,0.0,-0.085128828,-0.731353111,0.0,0.0,-0.703301585,0.31572006,-1.328136099,-0.316047423,-2.321974981,0.837271733,0.073303402,0.0,1.076769746,-1.35698062,0.0,0.245702558,0.0,3.076161712,-1.985665579,0.0,0.0
abi1,0.110361514,-0.515574017,-0.577232752,-0.204971801,0.373488449,-0.005136783,-0.794158605,0.0,1.628788673,0.376485099,0.594709068,0.0,-0.821006671,0.46456899,1.672214761,1.624786037,1.27435937,0.652621147,0.820700406,-0.222368248,1.220507689,0.413315685,0.621709054,1.038185087,0.189139608,0.0,0.098746423,0.378839439,-0.508237139,-1.405904579
abi2,0.0,-1.005808534,-0.278423457,-0.316883965,-0.066181932,-0.666892436,-0.181754924,-1.064566574,0.0,-0.197246857,-0.173329755,-0.109394351,-0.058712263,-1.603355933,-0.335572684,0.217345221,-1.865186668,-0.476266638,-0.952217232,-1.096171313,0.0,-0.675610899,-1.714206805,0.236065219,-0.346960631,0.0,0.97987595,-0.084013927,0.53861276,-1.678957192
abl1,-0.526218809,-1.622192066,-0.376784206,-0.602865166,0.677770788,-1.891067618,0.038530412,0.0,-0.553647185,-0.354376972,0.3748777,0.0,-0.377541168,-0.705427728,-0.001332411,0.296518932,-0.129513205,0.261223793,1.226677722,0.0,0.68684158,0.0,0.863562406,0.36625068,-1.182039788,0.0,0.242390901,0.503807164,-0.536712741,0.0
abl2,-0.493211185,-0.706491885,0.0,0.245222478,0.159957466,-2.82523127,1.217660656,-0.673407555,0.193298683,0.196856839,1.31118507,0.0,0.370510207,0.340987077,0.085929042,0.021315753,0.338616276,0.345889178,0.797777422,0.0714741,0.471495501,-0.736700942,-0.640982425,-0.978306627,0.067466331,0.0,0.627823918,0.020555801,0.489347932,-1.15073713
ablim1,-0.18590067,-0.747422145,-1.172911268,-1.239698958,-0.575272006,-0.504700931,1.09631689,0.0,0.0,0.816626996,0.0,0.0,0.0,0.490336653,0.06318339,-0.80318639,-0.165710506,-0.166005797,-1.330224954,0.0,-1.706178358,-1.58791012,-1.430623396,-0.854832851,-1.071487303,0.0,1.162201506,-0.103370916,0.0,0.0
abr,0.075264612,-0.392532107,-0.101871115,0.119797181,0.019117662,-0.855816689,1.062628771,0.090475445,-0.248438134,0.187401824,0.434959328,0.050618187,0.754483284,-0.143955405,-0.811829838,-0.625389769,-0.360630947,0.148662101,0.445226025,-0.043756882,-1.121663029,0.444906026,-1.091203362,1.132139185,0.033667293,0.0,-0.6430984,-1.056330535,-1.35983539,-1.666450967
abraxas2,0.0,0.0,0.0,0.0,0.490679939,0.0,-0.217421193,0.0,0.0,-0.067831082,0.231509513,-0.091833104,0.883618033,0.0,0.0,0.113754895,-0.109851764,-1.003197719,1.052948619,-0.057891992,0.093204253,0.079980269,-1.20623313,0.0,-2.631388389,0.0,-0.826216842,-0.756481766,-0.793420358,1.367767314
abt1,0.327926051,0.179501541,0.257041232,0.823701189,0.089802693,0.250213124,-2.206463008,0.0,0.0,0.13258691,-0.67886947,0.0,-0.886025317,-1.195477909,0.0,0.335372163,0.548540584,-0.59623677,-1.79008954,0.0,0.0,0.0,-0.763949861,0.410733438,0.0,0.0,-1.450916307,-1.388516504,0.0,0.0
abtb1,0.0,0.781903285,-1.297940951,0.0,0.123274778,0.0,-2.054866784,0.0,0.0,-0.83304808,0.765573877,0.0,0.0,-1.905756014,-1.951655114,-0.604863198,0.062196794,0.028362011,0.232550991,0.0,-0.509668389,0.0,-1.522771744,-1.197658723,0.0,0.0,0.776882045,-1.209131458,-1.510409762,0.0
abtb2,-1.601930348,0.219037654,0.425963694,0.017651126,-0.190407729,0.39901864,0.696161602,0.0,0.0,-0.077645862,0.0,0.0,0.0,1.259208603,-0.551894513,1.118790008,0.842284983,-0.119307229,-0.333414084,0.0,0.0,0.0,-0.865508094,0.915791842,0.0,0.0,1.034486404,1.461314794,1.015204416,1.071540815
acaa2,-0.22439502,0.494470963,0.09925152,-0.486116762,0.243327589,0.482385711,-1.439806399,0.0,0.0,-0.290304937,-1.639013867,-0.045441656,-0.427448167,-0.264322653,0.0,-0.658599193,0.111494129,-0.050225592,-1.621875455,0.407083127,0.0,0.557138046,-1.079738711,0.202829468,-0.510119585,0.136130142,-0.329325881,-1.285488017,-1.15846598,0.0
acaca,-0.498470199,-0.130832213,0.744405974,-0.038139387,0.957881874,-1.434139123,1.854706699,0.0,0.0,0.0,1.133347152,-0.761113979,-0.233632986,0.0,0.0,-0.950927871,-0.046987102,0.262106936,-0.823466085,0.0,-0.509668389,0.0,-1.453023337,0.887360294,-0.556592213,0.0,0.428621494,-1.486517557,-1.937157884,0.0
acad10,-0.997118668,-0.445641801,-0.065123805,0.0,0.176392594,0.010729286,0.253638081,0.0,0.0,-0.49913264,-0.2649266,0.065691267,0.0,0.0,0.0,-0.256593479,-0.05824558,-0.791339714,-0.384923994,-0.48165706,-0.509668389,0.475711115,0.0,0.820177602,-0.040704868,0.0,1.938679532,-1.471072075,0.0,0.0
acad11,0.0,1.691208448,0.0,0.0,0.203593883,-0.384701844,1.354245617,0.0,0.0,-0.149630291,0.0,0.399342821,-2.530215136,-0.092038433,0.0,0.316976314,0.508258927,-0.079735941,-0.260921835,0.365939876,-0.478028149,1.069352459,0.226246273,0.482208469,0.115621634,-0.023973884,0.204746899,0.325253921,0.0,0.0
acad9,-0.319336538,-0.352328299,0.466228647,-0.272771262,0.409165298,-0.01569584,-1.357297229,0.0,0.0,-0.589922548,-1.285582164,-0.029306946,0.005833596,-0.200229225,0.0,-0.272772017,0.420734017,-0.187309254,1.006253942,0.274422348,-1.326413506,0.345959791,-1.298095991,0.752456213,0.339258202,0.129888055,-0.495825215,-1.821851937,0.0,0.0
acadl,0.0,1.494382059,0.0,0.0,0.542472093,0.0,0.27776559,0.0,0.0,-0.218108886,-1.784463187,-0.134443807,-0.126496358,0.649990747,0.0,-0.395792551,0.466846022,-0.896883954,0.068717768,0.312416942,0.005640406,1.520498177,0.51195307,0.274516131,0.113326039,0.0,0.169947639,0.0,0.0,0.0
acadm,-0.238076017,0.426804369,0.284097335,-0.606360852,0.381987285,0.282580573,-0.508761699,0.0,-1.697192395,-0.567537327,-1.506273908,0.199154529,-0.531425867,1.282506499,1.125277074,1.017777811,0.939792968,0.3237321,0.883855656,0.041629599,1.853003112,-1.073806706,1.511651936,0.804405589,0.029705186,0.069068,1.377238536,-0.232159349,0.0,0.0
acads,0.0,0.861569096,0.0,0.0,0.211782172,0.0,-1.402530195,0.0,0.0,0.218228785,-0.20171507,-0.163397271,-0.375537165,0.0,0.0,-1.853563047,-1.867128846,-1.059046076,-0.628000423,-0.505301411,0.0,0.485147694,0.652271696,0.0,0.027495176,-0.615441081,-0.472766621,-0.434778451,0.0,0.0
acadsb,0.0,0.433255354,-0.49049446,0.0,0.469106223,0.0,-0.216273786,0.0,0.0,-0.628430711,-1.065121838,-0.060854241,0.0,0.645393533,0.0,0.606908627,0.627057327,0.153521074,0.341801301,0.096122269,0.988277901,0.40235146,1.193314366,0.926796326,0.266739744,0.0,0.770457427,1.600292733,-0.499819434,1.177956156
acadvl,0.02855031,-0.27455161,0.788811048,0.121590245,0.609157665,0.549991312,-2.420877914,0.0,-2.19566901,-0.166082623,-1.515953766,-0.218598739,-1.890680794,0.17726746,0.0,-0.529927322,-0.307440929,-2.707978182,-1.044937615,-0.1316307,0.0,0.354361302,1.226279653,-0.132708732,0.035125686,0.273008759,0.067029168,-1.835999118,-2.03036164,0.0
acap2,0.088263955,-0.542398942,-0.803375584,-0.204273625,0.308144805,-0.597032355,0.028571608,0.0,-0.665654546,0.008714014,0.605277309,0.382892784,0.653391677,1.227484755,1.411079721,1.555053796,1.130506126,0.505325469,0.801778499,0.0,1.27300715,0.0,1.407563305,1.743040354,0.36892858,0.0,0.054674979,-0.130547942,0.185481616,0.0
acap3,0.0,-1.193585368,0.0,-1.421278629,-0.181169109,-1.131139083,0.510388048,0.0,0.0,0.073960438,0.304133971,0.0,1.035532958,-0.167528733,-0.554659717,-1.772447183,-1.925593738,-0.14297769,0.437091548,0.0,-1.238849658,0.0,0.599713002,-1.260242299,0.0,0.0,-0.224677306,-1.165367805,-2.062016027,0.0
acat1,-0.489217908,0.835227704,0.483345741,0.072547257,0.55920216,0.112086003,-1.355043313,0.0,-0.904642941,0.046684967,-0.796350251,-0.542283362,-0.815161348,0.83628882,1.106617299,0.907653023,0.714911516,0.684742665,1.094369016,0.748638353,0.806733714,0.265395698,1.33010597,1.642837391,0.128888781,0.166037466,0.000532499,-0.429714369,-0.045369973,0.011264932
acat2,-0.977424323,0.548197286,0.314363146,-0.404865073,0.640932135,-0.162617548,0.193242183,0.0,0.726881204,0.470626236,0.422786143,0.440687912,0.623813703,0.0,0.0,-0.149244515,0.162065612,0.0,-1.487441322,-0.107804246,0.0,0.291200147,0.636718224,0.0,-0.217210198,0.130277999,0.21645449,0.15620041,0.209609728,-1.263015512
acbd3,-0.160065297,0.737448472,0.299166801,0.509341676,0.491270991,0.93191329,-0.918910802,-0.60154546,-0.503200434,-0.112516304,-0.760227495,0.334558473,0.635763514,0.168860581,0.313711411,0.358754737,0.338181367,0.034398489,0.874362585,0.48878826,0.185237015,0.539055311,0.336290507,0.047302168,0.465652788,0.0,0.677681973,-0.048397456,-0.165590783,-0.145495056
acbd5,0.0,0.228589753,0.066158678,-0.889163313,-0.059482931,0.255700992,0.806793159,0.345200088,0.02605478,0.57252897,0.516004985,0.457809369,0.663045079,1.082039705,1.268259041,1.105334537,0.67917485,0.615407403,1.123689201,1.173274474,0.822385522,1.55340182,0.777003935,0.0,1.079152026,0.0,-0.279558057,0.02981124,0.0,0.0
acbd6,0.119981232,1.025515413,0.892172133,0.283863927,0.080442504,0.862022894,0.731617545,0.154690089,0.0,0.33163922,1.542314488,-0.104526574,1.092334551,-0.706748251,-0.945280201,-0.837886506,0.065541171,0.58364978,0.04085181,-0.86594898,-0.509668389,-1.881724217,-0.724749185,-0.4900839,-0.898633249,0.0,0.195102814,0.434512756,0.0,0.0
acer3,0.0,-1.026624578,-1.536227623,0.539713927,-0.054295804,-2.729319233,-1.150614691,0.0,-1.367854759,0.019460502,-1.006326861,0.0,0.294459706,0.361920838,0.0,0.817591644,0.645646281,-0.26477576,-0.144049151,0.0,0.0,0.0,-1.15771502,0.19184573,0.0,0.0,0.554846403,-0.279130697,0.392361728,0.0
acin1,-0.32225675,0.306133609,1.415022994,-0.350469684,0.25069745,0.181277977,0.59094456,0.0,0.627593429,0.607226428,1.379539996,1.005729873,0.671361971,1.048450225,0.51252235,0.38692479,-0.142334547,0.277314652,-0.396592517,-0.608756843,0.307076727,-0.109241421,0.727941766,0.381163146,0.170920014,0.0,0.188379595,0.427217328,-0.847517608,0.0
acly,0.239590641,0.84886634,1.148958241,0.622366361,0.454714713,-0.000161478,-0.267470117,0.0,0.0,-0.347233546,-0.9259607,-0.038789945,0.097258602,-0.344480954,0.566897234,0.501735959,0.430392677,1.617541899,0.353793174,-0.18838491,-0.153137723,0.223757846,0.940824132,-0.467508515,-0.189828498,-0.875070746,-0.084802379,-1.431976317,-1.392606244,-1.204248002
aco1,0.0,1.026686349,0.105037667,-0.063191252,0.239510732,0.504466134,0.803134578,0.0,0.0,-0.636737809,-0.797942897,-0.090933342,-0.516374353,0.0,-1.823525882,-0.944007726,-0.427035456,0.031567132,-0.862382446,-0.104685625,-1.706178358,0.325694205,-1.465840816,-0.478926205,0.097101522,-0.010745172,-0.686957112,-0.975718334,0.0,0.0
aco2,-0.103207923,1.033656648,0.401772658,-0.13813685,0.669375954,1.026596234,0.238270693,1.155979595,-0.044819968,-0.281281932,-0.026177348,0.332180788,0.54576831,-0.99613199,0.370298693,-0.607083923,0.155515069,0.617099972,-1.179772532,0.441911339,-0.509668389,0.357119042,-1.341510707,0.137990426,0.144068147,0.085519014,-0.798595763,-0.898439442,2.186970229,0.0
acot13,-0.572147405,1.801104915,0.0,-0.170779409,0.354244904,1.187357802,-0.798590553,0.0,0.0,-0.005781056,-1.006672453,1.857844683,-0.382078393,-1.528620569,-0.357518776,-0.955544992,-0.635079144,-0.273171369,-3.275905614,0.343954195,0.0,0.446818572,-1.205165221,0.413772624,0.227649275,0.011879364,0.373694037,-1.534131387,-1.045526659,1.649254956
acot2,0.0,1.132875619,0.0,0.0,0.085596756,0.0,-1.077552805,0.0,0.0,-0.18816595,-0.644664407,0.0,-0.807523316,0.036829879,0.0,0.412377831,0.132967699,-1.495840442,0.010212866,0.0,0.0,-1.014688367,0.0,-0.551215129,-0.069786139,0.632532635,0.314087682,2.076002233,0.270019805,1.325570761
acot7,-0.526722657,0.707964341,1.396435713,1.023244859,0.639389365,0.807372559,0.124787964,0.0,0.0,-0.15554706,-0.691719268,0.012449545,1.269741923,-1.750955462,-0.978403576,-0.916251496,-0.276688583,0.18258789,-1.907817358,0.055084055,-0.343776011,0.508902517,-1.342946156,-1.659760167,0.422487013,-0.003549976,-1.455231248,-1.291343925,-0.967379437,-1.456863221
